,CD,BA
LINC01739,0,0
AL162400.3,0,0
AL162400.1,0,0
AL162400.2,0,0
AC096543.1,1,0
LINC00466,6,7
AC096543.2,0,0
FOXD3-AS1,33,30
FOXD3,2,3
ALG6,47795,55955
ITGB3BP,197506,212721
BX004807.1,66,84
EFCAB7,16153,18763
DLEU2L,4789,5150
PGM1,122437,129238
ROR1,44,65
ROR1-AS1,350,278
AL445205.1,0,0
UBE2U,0,0
CACHD1,422,558
RAVER2,1127,1064
JAK1,950600,1098425
LINC01359,770,808
AL357078.2,80,86
AK4,290513,288358
DNAJC6,7344,6319
AL139294.1,2,3
LEPROT,156144,161261
LEPR,6702,6039
AC119800.1,1354,1218
AL513493.1,0,0
PDE4B,99946,111432
AL590783.1,0,2
SGIP1,121,94
AL139147.1,19,22
TCTEX1D1,79,60
INSL5,2,5
WDR78,2592,2904
AL592161.1,1,0
MIER1,313234,363791
SLC35D1,51490,58287
C1orf141,467,488
AL133320.2,286,278
IL23R,18455,15652
IL12RB2,142244,162055
SERBP1,4739769,5489123
LINC01702,2,4
GADD45A,155701,155949
GNG12,4033,4134
GNG12-AS1,14,10
DIRAS3,17740,22255
WLS,4582,2967
RPE65,0,0
DEPDC1,113653,129984
AL138789.1,32,26
DEPDC1-AS1,783,783
AL035412.1,87,108
AL033530.1,0,1
AL691520.1,0,0
LINC01707,11,8
LINC02791,0,0
LINC01758,3,2
AL359894.1,0,0
LRRC7,151,176
AL117353.1,0,0
AL158840.1,0,0
LRRC40,61881,71414
SRSF11,937562,1071297
AL353771.1,56,59
ANKRD13C,58820,66601
HHLA3,22703,22433
AL158839.1,18,18
CTH,7791,6427
AL354872.2,260,214
LINC01788,2,0
AL513285.1,1,1
PTGER3,2109,2883
AL031429.1,3,1
AL031429.2,11,24
ZRANB2-AS1,864,1009
ZRANB2,766224,874398
ZRANB2-AS2,4411,4325
NEGR1,400,446
AL354949.1,4,2
NEGR1-IT1,0,0
AL513166.1,58,68
AL583808.1,38,54
LINC02796,0,0
LINC02797,0,0
LINC01360,2,0
LINC02238,0,0
AL591463.1,0,3
LRRIQ3,6386,6760
FPGT,13497,15344
TNNI3K,134,136
AC093158.1,28,26
AC105271.1,5,1
LRRC53,1,0
ERICH3,24,26
ERICH3-AS1,0,0
AC135803.1,200,215
CRYZ,25859,28115
TYW3,245541,288104
AC133865.1,1,0
AC099786.3,2,1
AC099786.1,0,0
LHX8,8,13
AC099786.2,0,0
SLC44A5,555,688
ACADM,308660,348951
RABGGTB,114408,133508
MSH4,54,58
ASB17,2,0
AC092813.1,2,0
AC092813.2,22,7
ST6GALNAC3,366,417
AC104458.1,11,7
LINC02567,0,0
ST6GALNAC5,2,1
AL035409.1,134,183
PIGK,42240,47587
AC093433.2,261,274
AK5,2068,2581
AC095030.1,1,2
AC093575.1,244,283
AC118549.1,80993,96683
USP33,114690,131299
MIGA1,63976,71727
NEXN-AS1,108,105
NEXN,5735,7320
FUBP1,452422,527472
DNAJB4,17150,18874
GIPC2,190,228
AC103591.3,108172,131810
AC103591.4,28,30
AC096531.2,1,0
PTGFR,0,0
IFI44L,8985,21788
IFI44,22792,28867
ADGRL4,12,8
AL353651.2,0,0
AL353651.1,0,0
LINC02792,0,0
AC099671.1,0,0
AC098657.2,0,0
AL606519.1,0,0
AL136234.1,0,0
LINC01781,0,5
AC093154.1,0,0
ADGRL2,1130,1688
AL138799.2,0,0
AL138799.4,0,0
AC117944.1,0,1
AL157944.1,1183,1231
LINC01362,5,13
LINC01361,12,20
AC116099.1,2,0
LINC01712,7,9
LINC01725,581,562
AL035706.1,2,1
TTLL7,7900,8777
TTLL7-IT1,281,260
AC104454.2,1,0
AL359504.2,7298,7518
PRKACB,179149,203171
SAMD13,855,874
DNASE2B,8,4
AL844170.1,5,4
RPF1,239675,279048
GNG5,1421381,1577177
SPATA1,6054,6440
CTBS,86772,94534
AL359762.1,1571,1713
AL359762.2,6,3
LINC01555,13,7
SSX2IP,31013,35257
AC104169.1,0,0
LPAR3,426,481
MCOLN2,191749,234989
WDR63,6343,7805
MCOLN3,3562,4077
SYDE2,3872,4009
C1orf52,103732,124130
BCL10,111009,123290
AL078459.1,511,529
DDAH1,770,959
AL360219.1,1,1
AC092807.3,33,38
AC092807.2,347,429
CCN1,4010,5448
AC092807.1,0,0
ZNHIT6,227037,274619
COL24A1,12,16
LINC02795,114,146
ODF2L,144755,167858
CLCA2,2,14
CLCA1,0,0
CLCA4,2,3
CLCA4-AS1,239,265
AL049597.2,3552,3981
SH3GLB1,468814,526372
AL355981.1,13,7
SELENOF,344488,389600
HS2ST1,41610,46593
AL121989.1,46,71
LINC01140,303,298
LINC02801,20,18
LMO4,215946,245829
LINC01364,86,79
PKN2-AS1,231,270
AL445438.1,0,0
PKN2,112382,132261
GTF2B,213336,241386
KYAT3,81225,87159
RBMXL1,65020,70032
GBP3,50784,57455
GBP1,200010,246350
GBP2,409717,452708
AC104459.1,62,52
GBP7,351,339
GBP4,180698,209386
AC099063.4,2784,3243
GBP5,150719,180679
AC099063.1,1,3
GBP6,185,245
AL596214.1,252,288
LRRC8B,66479,69874
LRRC8C-DT,31820,35842
AC093423.2,55,64
LRRC8C,96064,103677
AC099568.1,263,303
AC099568.2,3172,3692
LRRC8D,53695,62888
AL391497.1,32,27
ZNF326,257312,314167
AL161797.1,15,27
AC098656.1,0,0
AL627316.1,14,17
LINC02787,0,0
BARHL2,1,0
AC092805.1,1,1
LINC02609,258,356
LINC02788,1,0
LINC01763,8,14
AC091614.1,6,6
ZNF644,205068,234041
HFM1,18,9
CDC7,36237,40761
TGFBR3,35097,36609
BRDT,52,87
EPHX4,3807,3250
SETSIP,164,183
BTBD8,6702,6815
AC104836.1,90,94
C1orf146,6,7
GLMN,129597,154420
RPAP2,258536,314273
GFI1,72731,83628
EVI5,205410,178600
RPL5,9172133,10646436
DIPK1A,42745,50266
AC093577.1,2303,2318
MTF2,244944,273716
TMED5,145326,170238
CCDC18,88331,99795
CCDC18-AS1,84682,94906
DR1,246244,282330
FNBP1L,3289,4522
BCAR3,1152,1242
AL109613.1,19,15
AL049796.1,252,294
DNTTIP2,394310,471716
GCLM,122689,144410
ABCA4,45,35
AC093579.1,0,0
ARHGAP29,1338,1849
ARHGAP29-AS1,28,23
AC097059.1,0,0
AC118469.2,406,477
ABCD3,64209,73036
F3,208,274
AC093117.1,3,2
SLC44A3,593,679
CNN3,2322,2463
AC105942.1,514,616
ALG14,26028,29200
AC095033.1,15,15
TLCD4,126,121
AC092802.3,0,0
AC092802.1,127,163
RWDD3,66406,74322
AC092802.2,11,15
AC092802.4,51,55
LINC01760,0,1
LINC01650,0,0
AL445218.1,0,0
LINC01761,1,0
LINC02607,1,4
AL683887.1,0,0
LINC02790,0,1
LINC01787,8,3
PTBP2,33133,36693
DPYD,61478,69168
DPYD-AS1,227,238
DPYD-IT1,342,340
DPYD-AS2,95,115
MIR137HG,82,86
BX005019.1,15,12
AC104453.1,2,2
LINC01776,2,0
SNX7,170,170
PLPPR5,15,13
AL445433.2,3,1
PLPPR4,2,0
LINC01708,0,9
PALMD,11,15
FRRS1,2412,2702
AGL,95639,107314
AC118553.1,1368,1302
SLC35A3,62947,71307
MFSD14A,75689,88390
AC093019.2,0,0
SASS6,109586,128862
TRMT13,87035,100450
LRRC39,472,457
DBT,55792,60529
AL445928.2,163,195
RTCA-AS1,19553,23335
RTCA,175867,204643
AC104457.2,1,0
CDC14A,57810,68051
AL589990.1,37,37
GPR88,81,106
LINC01349,0,1
AC099670.3,8,4
VCAM1,9816,15587
EXTL2,37247,39601
AC104506.1,2240,2297
SLC30A7,84632,92003
DPH5,85174,99151
AC093157.2,1918,2107
AC093157.1,64224,77669
AL109741.1,7940,9640
S1PR1,102442,118552
LINC01307,29,28
LINC01709,133,134
OLFM3,1,1
AC114485.1,0,0
AC099567.1,0,0
COL11A1,65,68
AC095032.2,0,0
AC095032.1,24,19
RNPC3,69668,76979
AMY2B,1158,1262
AMY2A,2,0
AMY1A,0,0
AMY1B,0,0
AMY1C,0,0
AL591888.1,0,0
LINC01676,2,0
LINC01677,0,0
AL355306.2,46,58
LINC01661,0,0
PRMT6,31316,35039
NTNG1,1108,1105
VAV3,6233,6867
VAV3-AS1,23,15
LINC02785,16,28
SLC25A24,88885,105295
AL359258.2,2662,2812
NBPF4,8,3
AL359258.1,0,0
AL390038.1,0,0
NBPF6,4,2
FAM102B,22185,25587
HENMT1,48778,57701
AL160171.1,628,740
PRPF38B,626945,709435
FNDC7,41,31
AL591719.2,0,3
STXBP3,134094,158245
AKNAD1,426,465
SPATA42,0,1
GPSM2,85543,96821
CLCC1,48330,54232
WDR47,25576,28684
TAF13,40888,47430
AL356488.3,7484,8087
TMEM167B,86667,99142
AL356488.2,1569,1801
C1orf194,907,812
KIAA1324,25897,23631
SARS,361324,400694
CELSR2,1636,1966
PSRC1,13578,15512
MYBPHL,27,31
SORT1,6555,8001
PSMA5,844196,1000060
SYPL2,7,12
ATXN7L2,7727,9121
CYB561D1,9495,10754
AMIGO1,815,943
GPR61,217,236
AL355310.3,2,5
GNAI3,312603,360973
AL355310.1,7,7
GNAT2,207,233
AMPD2,36117,40312
AL355310.2,13,13
GSTM4,10291,12041
GSTM2,3953,5067
GSTM1,3800,5387
AC000032.1,191,255
GSTM5,169,233
AL158847.1,3,1
GSTM3,23719,26578
EPS8L3,1,1
LINC01768,11,13
AL450468.1,172,176
AL450468.2,515,530
CSF1,163880,162897
AHCYL1,246057,263193
STRIP1,22857,26595
AL160006.1,1477,1530
ALX3,472,533
LINC01397,0,0
UBL4B,2,0
SLC6A17,146,194
AL355990.1,0,0
AL355990.2,0,0
LINC02586,231,244
KCNC4,23413,23138
RBM15-AS1,481,501
RBM15,52577,58136
LAMTOR5-AS1,11603,12944
SLC16A4,22981,25857
AL355488.1,9689,10085
LAMTOR5,853693,932168
PROK1,17,18
AL358215.1,3,0
AL358215.2,0,0
CYMP-AS1,0,1
KCNA10,0,0
KCNA2,624,791
AL365361.1,31371,34734
KCNA3,15253,17413
CD53,373056,416454
AL360270.2,3154,3321
AL360270.1,3094,3702
LRIF1,130594,142268
AL360270.3,1860,2088
DRAM2,65555,72283
CEPT1,58338,67207
AL355816.1,177,221
AL355816.2,8008,8765
DENND2D,193914,218144
CHI3L2,3422,4173
CHIA,2,3
AL356387.1,0,0
PIFO,738,869
OVGP1,268,254
AL390195.2,1416,1521
AL390195.1,790,915
WDR77,88587,107975
ATP5PB,679927,778810
C1orf162,8846,7323
TMIGD3,306,291
ADORA3,137,118
RAP1A,499553,565806
LINC01160,4088,4083
INKA2,3712,3885
INKA2-AS1,89,97
AL049557.1,652,694
DDX20,52080,62607
KCND3,1180,1232
KCND3-IT1,0,0
KCND3-AS1,1,0
LINC01750,3,2
AL445426.1,2,0
CTTNBP2NL,20474,20232
WNT2B,3940,4323
AL354760.1,155,173
ST7L,25750,28307
CAPZA1,726866,793345
MOV10,22052,23354
AL603832.1,314,391
RHOC,176580,190184
PPM1J,585,548
AL603832.2,11,19
TAFA3,1,10
LINC01356,6,8
LINC01357,58,56
SLC16A1,138237,160947
SLC16A1-AS1,159006,174641
AL390242.1,288,285
LRIG2-DT,7601,7767
LRIG2,29840,33126
MAGI3,11902,11912
PHTF1,43066,49791
RSBN1,145049,163737
AL137856.1,1882,1944
PTPN22,227407,251905
AP4B1-AS1,3692,3948
BCL2L15,13137,13793
AP4B1,30655,33852
DCLRE1B,18972,21747
HIPK1-AS1,4527,4467
HIPK1,112047,122667
OLFML3,460,810
AL591742.2,0,0
SYT6,38,34
AL121999.1,2,6
TRIM33,139000,162156
BCAS2,262166,309478
DENND2C,1123,1060
AMPD1,2,6
NRAS,128915,143481
CSDE1,692955,783650
SIKE1,178080,201755
SYCP1,22,19
TSHB,1,3
TSPAN2,29904,29084
LINC01765,423,501
AL049825.1,0,0
NGF-AS1,1,2
NGF,25,46
AL512638.3,0,1
VANGL1,25380,28623
CASQ2,4,14
NHLH2,16,10
LINC01649,0,0
SLC22A15,670,621
AL365318.1,4,6
MAB21L3,49,51
LINC01779,0,0
AL355538.1,5,9
ATP1A1,219885,252637
ATP1A1-AS1,12028,13404
LINC01762,695,739
AL136376.1,9,5
AL390066.1,1376,1594
AL390066.2,108,121
CD58,271391,313300
IGSF3,5983,6130
C1orf137,0,0
CD2,2934891,3229975
AL157904.1,425,495
PTGFRN,22254,22650
CD101,4956,5818
AL445231.1,2475,2412
TTF2,268848,302858
TRIM45,1129,1273
VTCN1,0,0
LINC01525,0,0
AL358072.1,835,931
MAN1A2,121559,145819
AL157902.1,38,45
TENT5C,33994,37417
GDAP2,35613,40566
WDR3,171856,210096
SPAG17,538,721
AL391557.1,0,0
TBX15,383,639
AL139420.1,2,3
AL139420.2,0,0
WARS2,43049,50545
WARS2-IT1,170,245
WARS2-AS1,14049,15579
AL359915.1,297,342
LINC01780,4,9
HAO2,1,1
HAO2-IT1,0,0
HSD3B2,1,2
HSD3B1,0,1
LINC00622,32,27
ZNF697,813,826
PHGDH,95144,101439
HMGCS2,3,5
REG4,9961,13286
ADAM30,10,9
NOTCH2,71895,73497
AC245008.1,307,328
SEC22B,153980,167005
AC253572.1,2632,2867
NBPF26,28476,28006
AC253572.2,128577,143506
PPIAL4A,10,22
LINC00623,86016,94890
FCGR1B,24,22
AC244453.3,0,0
AC244453.2,44,59
AC244453.1,0,0
FAM72B,21514,24970
SRGAP2C,75997,79546
SRGAP2-AS1,127,122
LINC02798,224,225
AL592494.1,65,83
AL592494.2,4067,4546
LINC01691,3,2
LINC02799,0,0
AC239800.2,738,865
LINC02591,15372,16229
HIST2H3PS2,523,632
AC246680.1,0,0
FAM72C,6745,7169
IGKV1OR1-1,0,2
LINC02802,13203,14029
PPIAL4E,0,0
AC246785.3,10830,11934
NBPF15,5736,5457
PPIAL4F,0,0
LINC01632,3,5
FP700111.1,898,804
SRGAP2B,48363,50194
FAM72D,21708,24274
PPIAL4D,2,0
AC245014.3,72586,85132
AC245014.1,405,497
NBPF20,4455,4652
AC239860.4,10,9
GPR89A,26099,29970
PDZK1,534,620
CD160,2691,3325
RNF115,181930,219007
POLR3C,51854,62212
NUDT17,4826,5189
PIAS3,19301,19800
ANKRD35,9879,10868
ITGA10,3049,3365
AC243547.1,0,0
PEX11B,43432,46535
RBM8A,1613106,1890536
LIX1L-AS1,4323,4426
LIX1L,87903,96793
ANKRD34A,4005,4177
AC243547.2,0,8
POLR3GL,241404,276868
TXNIP,482661,659108
HJV,2,0
AC239799.2,24621,26425
LINC01719,3066,3134
NBPF10,8509,8955
NOTCH2NLA,16635,19075
AC239799.1,2228,2215
PPIAL4H,123,114
AC245407.2,18322,21300
NBPF12,18525,20249
AC244394.2,13,7
PRKAB2,28757,30396
AC242426.2,8103,9775
FMO5,1656,1840
CHD1L,19930,21290
LINC00624,12247,14090
BCL9,20336,21078
ACP6,18322,18842
AC241644.1,0,0
GJA5,29,33
AC241644.3,0,0
AC241644.2,0,0
GJA8,4,0
GPR89B,17801,20170
AC239803.1,532,690
LINC02804,251,276
NBPF11,7537,7668
LINC02805,25,27
AC239809.3,119,113
LINC01731,42,33
LINC01138,18172,18819
LINC02806,12,14
AC245100.1,30,46
AC245100.6,108,121
PPIAL4G,2556,2738
NBPF14,31654,36434
NOTCH2NLB,234,259
NUDT4B,1641,2174
PDE4DIP,93079,96068
AC239802.1,0,0
AC239802.2,180,207
AC239804.1,27,31
NBPF9,9805,9960
AC245297.3,124505,119592
AC245297.2,1433,1439
NOTCH2NLC,12752,14415
NBPF19,31524,33053
PPIAL4C,2,2
AC242842.1,53,62
FCGR1A,27,26
HIST2H2BF,45931,58560
AC243772.2,36,49
HIST2H3D,5830,8086
HIST2H4A,514,641
HIST2H3C,187,352
HIST2H2AA3,23,19
HIST2H2AA4,39435,43877
HIST2H3A,33,28
HIST2H4B,20557,24957
AC239868.1,5222,6153
HIST2H2BE,12115,13185
HIST2H2AC,325352,396588
HIST2H2AB,39128,48772
BOLA1,70784,80039
SV2A,25370,25803
SF3B4,147249,175270
MTMR11,7186,7948
OTUD7B,58757,61139
AC244033.2,5762,5611
VPS45,33323,38205
PLEKHO1,252905,289533
AC242988.2,163,183
ANP32E,1616373,1809457
AC242988.1,46,81
CA14,48,55
APH1A,171122,194146
C1orf54,1962,2444
CIART,3547,3487
MRPS21,680072,737366
PRPF3,99292,119414
RPRD2,79360,90185
TARS2,70625,79087
ECM1,2293,3016
FALEC,2765,2959
AL356356.1,22,16
ADAMTSL4,869,969
ADAMTSL4-AS1,3326,3908
MCL1,309552,346486
ENSA,487060,572923
GOLPH3L,39215,42385
HORMAD1,82,79
CTSS,174701,205208
CTSK,1402,1516
ARNT,43937,48846
CTXND2,7,5
SETDB1,50900,57474
CERS2,101336,117149
AL590133.2,152,183
AL590133.1,155,135
ANXA9,387,581
MINDY1,9953,10788
PRUNE1,24217,26504
BNIPL,928,991
C1orf56,98760,102828
CDC42SE1,308646,376396
MLLT11,49845,60216
GABPB2,72143,84426
AL592424.1,39,52
SEMA6C,717,770
TNFAIP8L2,79563,95325
SCNM1,193698,223403
LYSMD1,4203,4535
TMOD4,331,357
VPS72,76431,89275
PIP5K1A,66636,74284
PSMD4,773541,891608
ZNF687-AS1,9219,8887
ZNF687,13933,15449
PI4KB,45246,48734
AL391069.3,105,131
RFX5,44626,50210
AL391069.1,98,100
AL391069.2,10926,11527
SELENBP1,36,9
PSMB4,539967,602144
POGZ,91994,97956
CGN,868,811
TUFT1,3808,3333
AL365436.2,1419,1244
SNX27,70074,80107
AL391335.1,612,787
CELF3,33,42
AL589765.1,9,11
RIIAD1,21,20
AL589765.7,293,331
MRPL9,264277,305112
OAZ3,4703,4752
AL589765.4,167,238
AL589765.2,0,0
AL589765.5,235,213
TDRKH,16969,18204
TDRKH-AS1,3565,3658
AL589765.6,260,271
LINGO4,198,304
RORC,4849,6161
C2CD4D,8094,8566
C2CD4D-AS1,1426,1527
THEM5,70,79
THEM4,134832,156224
AL450992.2,1169,1320
AL450992.3,6,13
S100A10,2947396,3261544
AL450992.1,708,878
S100A11,2725084,2975515
TCHHL1,17,7
TCHH,3247,3652
AL589986.1,0,0
RPTN,3,0
FLG-AS1,270,307
AL589986.2,31,39
HRNR,75,83
FLG,18,25
FLG2,54,59
CRNN,0,0
LCE5A,3,3
CRCT1,0,0
LCE3E,19,5
LCE3D,3,3
LCE3C,0,0
LCE3B,0,0
LCE3A,0,0
LCE2D,0,0
LCE2C,0,0
LCE2B,0,0
LCE2A,0,0
LCE4A,0,0
C1orf68,1,0
KPRP,0,0
LCE1F,0,0
LCE1E,98,87
LCE1D,0,1
LCE1C,13,14
LCE1B,12,20
LCE1A,0,0
LCE6A,0,0
AL162596.1,0,0
SMCP,0,0
IVL,55,93
LINC01527,7,7
SPRR5,0,0
SPRR4,0,0
SPRR1A,0,0
SPRR3,8,8
SPRR1B,0,0
SPRR2D,0,0
SPRR2A,0,3
SPRR2B,0,0
SPRR2E,0,3
SPRR2F,0,0
SPRR2G,1,0
AL161636.1,0,1
LELP1,0,0
PRR9,3,3
LOR,746,433
PGLYRP3,2,1
PGLYRP4,75,44
S100A9,159,178
S100A12,6,7
S100A8,17,56
S100A7A,0,0
S100A7L2,0,0
S100A7,9,8
BX470102.1,54,61
S100A6,6156151,7208848
S100A5,7959,8337
S100A4,6875839,8057640
S100A3,99,136
S100A2,8280,7788
BX470102.2,3,3
S100A16,135,117
S100A14,393,586
S100A13,12963,14056
S100A1,31,34
AL162258.2,2343,2734
CHTOP,188356,219820
SNAPIN,108463,123384
ILF2,725019,869585
NPR1,201,211
INTS3,55710,62012
AL513523.4,0,0
AL513523.3,10,14
SLC27A3,12385,14488
GATAD2B,102179,112986
AL358472.5,12859,13031
DENND4B,50405,55254
CRTC2,22934,25247
SLC39A1,155455,181288
AL358472.4,4641,5024
AL358472.3,1905,2046
CREB3L4,14993,16914
JTB,929210,1075898
AL358472.2,3123,3243
RAB13,79407,85993
RPS27,11843545,12458752
NUP210L,221,244
TPM3,3359568,3740968
C1orf189,583,649
C1orf43,335239,382309
UBAP2L,273659,314710
HAX1,399433,461045
AQP10,239,292
ATP8B2,52692,64902
IL6R-AS1,120,120
IL6R,3927,3536
SHE,22,43
AL162591.2,4,4
TDRD10,5,6
UBE2Q1,226796,262064
UBE2Q1-AS1,8,9
AL592078.2,138,158
CHRNB2,163,200
AL592078.1,83,102
ADAR,380952,449237
AL606500.1,93,88
KCNN3,835,889
PMVK,195546,226099
AL451085.1,1318,1454
PBXIP1,102981,128634
PYGO2,41693,45602
AL451085.2,7910,8840
SHC1,40249,43807
CKS1B,551714,602422
FLAD1,94801,114113
LENEP,65,52
ZBTB7B,49400,53102
DCST2,78,82
DCST1,8,8
DCST1-AS1,1214,1217
ADAM15,45461,52546
EFNA4,17525,20100
EFNA3,8456,8553
EFNA1,93,85
SLC50A1,136510,151018
DPM3,171624,174992
KRTCAP2,1136874,1287758
TRIM46,11374,12103
MUC1,7698,7590
AC234582.1,538,600
THBS3,3024,3186
MTX1,217181,252012
AC234582.2,66,54
GBA,30383,33980
FAM189B,33389,37197
SCAMP3,194177,221104
CLK2,39971,45147
HCN3,3192,3715
PKLR,175,223
FDPS,564606,611209
RUSC1-AS1,1591,1776
RUSC1,36137,40865
ASH1L,232306,260285
ASH1L-IT1,591,631
ASH1L-AS1,13453,15313
AL353807.2,0,0
MSTO1,46367,56024
AL353807.5,7247,7755
YY1AP1,83123,92475
DAP3,325319,378738
AL162734.1,1,1
GON4L,159981,184840
SYT11,116082,122531
RIT1,88261,89649
KHDC4,81357,87675
RXFP4,33,39
ARHGEF2,108337,133639
AL355388.2,8008,8650
AL355388.1,54,62
AL355388.3,42,50
SSR2,1206873,1355372
UBQLN4,47949,52971
LAMTOR2,446031,501756
RAB25,56,63
MEX3A,2102,2447
LMNA,762311,826785
SEMA4A,55984,61111
SLC25A44,51392,55479
PMF1,278010,321893
BGLAP,13901,14509
PAQR6,4763,5320
SMG5,42024,48062
TMEM79,12091,13639
GLMP,28712,31460
VHLL,32,42
CCT3,1452419,1739856
TSACC,2280,2438
RHBG,3,7
AL139130.1,2,3
C1orf61,1126,1393
MEF2D,36749,40691
AL365181.1,59,58
IQGAP3,8455,8415
TTC24,9529,11717
NAXE,164481,191899
GPATCH4,555001,684974
AL365181.4,11,15
HAPLN2,57,50
AL365181.2,771,722
BCAN,77,103
AL365181.3,753,714
AL590666.2,235,232
NES,63,56
AL590666.3,51,53
AL590666.4,2,1
CRABP2,484,503
AL590666.1,43,34
ISG20L2,152168,172875
RRNAD1,25590,28261
MRPL24,152684,174259
HDGF,662013,745724
PRCC,135176,157015
AL590666.5,51,64
SH2D2A,700996,843942
NTRK1,94823,125090
INSRR,756,835
PEAR1,59,61
LRRC71,41,58
ARHGEF11,1179,1404
ETV3L,120,344
ETV3,48437,57509
AL138900.1,5,0
LINC02772,9,4
FCRL5,1,4
FCRL4,187,34
FCRL3,410,321
AL356276.1,6,4
FCRL2,23,32
FCRL1,2,2
CD5L,9,9
KIRREL1,74,103
KIRREL1-IT1,0,0
AL138899.3,0,0
LINC01704,4,5
CD1D,29,33
AL138899.1,12,20
CD1A,64,96
CD1C,113,194
CD1B,7,6
CD1E,2,2
OR10T2,0,0
OR10K2,6,5
OR10K1,7,26
OR10R2,0,0
AL365440.2,1,0
OR6Y1,1,1
OR6P1,0,0
OR10X1,0,0
OR10Z1,0,0
SPTA1,16,28
OR6K2,1,0
OR6K3,11,10
OR6N1,123,76
OR6K6,0,0
OR6N2,1,2
MNDA,39,45
PYHIN1,72884,87489
IFI16,942314,1095098
AIM2,59606,57147
CADM3,1,2
CADM3-AS1,0,0
ACKR1,1,6
FCER1A,10,54
AL513323.1,0,0
OR10J1,0,0
LINC02819,0,0
OR10J5,0,0
APCS,0,0
CRP,2,0
DUSP23,104539,118415
FCRL6,293,388
SLAMF8,1193,1350
AL590560.2,347,452
SNHG28,0,3
VSIG8,554,612
AL590560.3,609,577
CFAP45,3915,4484
AL590560.5,12,10
TAGLN2,1721682,1905547
IGSF9,26,29
SLAMF9,10,14
LINC01133,37,29
KCNJ10,429,459
PIGM,36275,38457
AL121987.1,67,59
KCNJ9,325,374
IGSF8,30745,35778
ATP1A2,7,12
ATP1A4,474,554
CASQ1,131,135
AL121987.2,605,614
PEA15,59641,68569
DCAF8,153430,177616
AL139011.1,6048,6937
PEX19,52665,60775
COPA,283633,309972
NCSTN,38612,42237
NHLH1,2467,2247
VANGL2,41,46
SLAMF6,57262,65958
AL138930.1,297,258
CD84,126025,142843
SLAMF1,268933,303736
AL121985.1,4595,4623
CD48,616465,686000
SLAMF7,82234,100017
LY9,6647,7589
CD244,6335,7898
ITLN1,2,13
AL354714.3,0,0
AL354714.1,2,2
ITLN2,5,3
F11R,30799,30628
TSTD1,404084,406327
USF1,12293,15236
ARHGAP30,480154,539050
NECTIN4,88,65
AL591806.1,0,0
KLHDC9,2719,2673
PFDN2,1153583,1321282
NIT1,50962,57799
DEDD,36299,41117
UFC1,667299,762145
AL590714.1,841,822
USP21,14426,16364
PPOX,26113,28702
B4GALT3,74697,91190
ADAMTS4,903,1003
NDUFS2,333391,389897
FCER1G,41607,47671
APOA2,6,15
TOMM40L,18598,21963
NR1I3,293,362
PCP4L1,83,66
MPZ,5580,5968
SDHC,265635,297399
CFAP126,199,166
AL592295.4,2891,3134
AL592295.5,12055,13526
AL592295.3,12,7
AL831711.1,28,37
FCGR2A,174,201
HSPA6,1149,832
FCGR3A,2057,2831
AL590385.1,2,1
FCGR3B,74,90
FCGR2B,162,206
AL451067.1,1,1
FCRLA,12,10
FCRLB,2755,3173
DUSP12,69980,81222
AL359541.1,918,891
ATF6,141676,161585
OLFML2B,79,81
AL590408.1,0,0
NOS1AP,109,114
AL450163.1,0,0
AL512785.1,0,0
SPATA46,0,1
C1orf226,6,15
SH2D1B,323,306
UHMK1,194050,214397
AL596325.1,141,184
UAP1,94391,105062
AL596325.2,112,149
DDR2,2163,2128
HSD17B7,46325,53874
CCDC190,39,46
RGS4,4,7
RGS5,2500,2409
AL499616.1,262,276
AL592435.1,8704,9391
AL592435.2,30,23
NUF2,222853,249448
PBX1,3433,5448
AL391001.1,0,1
AL357568.1,0,1
AL357568.2,0,1
LMX1A,0,0
AL390730.1,0,0
AL390730.2,0,0
RXRG,9,5
LRRC52-AS1,9,4
LRRC52,0,0
AL356441.1,1186,1128
MGST3,435655,446982
ALDH9A1,108574,126975
AL451074.5,116,118
TMCO1,690588,748698
TMCO1-AS1,2205,2468
UCK2,98739,115878
AL358115.1,7680,8651
FAM78B,7227,7994
AL626787.1,50,45
AL596087.3,133,180
AL596087.2,99,85
AL583804.1,0,0
LINC01675,290,342
POGK,101176,112602
TADA1,21862,24334
ILDR2,4934,4884
MAEL,226,287
AL158837.1,0,2
GPA33,2161,2584
DUSP27,7,0
LINC01363,5,4
AL451050.2,1714,1794
POU2F1,62586,66894
AL136984.1,2004,2214
CD247,628225,729583
AL359962.3,316,343
AL359962.1,35,24
AL359962.2,1114,1236
CREG1,44594,47117
AL031733.2,4397,4938
RCSD1,514003,581275
MPZL1,87351,93146
ADCY10,123,105
Z99943.1,23,25
MPC2,374061,401684
DCAF6,63884,69317
GPR161,4894,5070
TIPRL,427342,501114
SFT2D2,162131,181298
TBX19,5313,5440
AL023755.1,277,301
AL022100.2,0,0
XCL2,1762637,2878599
XCL1,2313051,3431639
DPT,10,6
AL031275.1,51,38
LINC00626,6,0
AL135926.2,26,14
LINC00970,15,8
AL031726.2,1,0
AL031726.1,0,3
ATP1B1,68165,82564
NME7,85657,90865
Z99758.1,8,7
BLZF1,48263,55654
CCDC181,1049,1279
SLC19A2,12738,12866
Z99572.1,8841,8500
F5,195127,185964
